rcn	reference	acronym	status	programme	topics	startDate	endDate	totalCost	ecMaxContribution	call	fundingScheme	coordinator	coordinatorCountry	numOrg	totalContrib
199094	699257	ERC-EuropePMC-2015	SIGNED	H2020-EU.1.1.	ERC-14	2016-04-01	2021-03-31	6071428,57	850000,00	H2020-Adhoc-2014-20	CSA	THE WELLCOME TRUST LIMITED	UK	 1	850000,00
199095	660763	RecRoad	SIGNED	H2020-EU.1.3.2.	MSCA-IF-2014-EF	2016-02-01	2018-01-31	185076,00	185076,00	H2020-MSCA-IF-2014	MSCA-IF-EF-ST	UNIVERSITE MICHEL DE MONTAIGNE- BORDEAUX 3	FR	 1	185076,00
199096	687961	RespiceSME	SIGNED	H2020-EU.2.1.1.	ICT-27-2015	2016-01-01	2017-12-31	1109047,50	1109047,50	H2020-ICT-2015	CSA	Steinbeis Innovation gGmbH	DE	 10	1109047,50
199097	688865	WhoLoDancE	SIGNED	H2020-EU.2.1.1.	ICT-20-2015	2016-01-01	2018-12-31	3332585,00	3332585,00	H2020-ICT-2015	RIA	LYNKEUS	IT	 10	3332585,00
199098	690904	StronGrHEP	SIGNED	H2020-EU.1.3.3.	MSCA-RISE-2015	2016-01-01	2019-12-31	288000,00	288000,00	H2020-MSCA-RISE-2015	MSCA-RISE	THE CHANCELLOR, MASTERS AND SCHOLARS OF THE UNIVERSITY OF CAMBRIDGE	UK	 5	288000,00
199099	691567	GN4-1	SIGNED	H2020-EC	GEANT	2015-05-01	2016-04-30	43117180,00	25000000,00	H2020-Adhoc-2014-20	SGA-RIA	GEANT LIMITED	UK	 38	25000000,00
199100	692034	TWINFUSYON	SIGNED	H2020-EU.4.b.	H2020-TWINN-2015	2016-01-01	2018-12-31	999718,75	999718,75	H2020-TWINN-2015	CSA	Masarykova univerzita	CZ	 4	999718,75
199101	697822	COMPSULE	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.2.	SFS-08-2015-1	2015-11-01	2016-02-29	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	POINT PLASTIC SRL	IT	 3	50000,00
199102	670166	SORBET	SIGNED	H2020-EU.1.1.	ERC-ADG-2014	2015-11-01	2020-10-31	2750000,00	2750000,00	ERC-2014-ADG	ERC-ADG	MAX PLANCK GESELLSCHAFT ZUR FOERDERUNG DER WISSENSCHAFTEN E.V.	DE	 1	2750000,00
199103	688520	TeSLA	SIGNED	H2020-EU.2.1.1.	ICT-20-2015	2016-01-01	2018-12-31	7283092,50	5916028,50	H2020-ICT-2015	IA	FUNDACIO PER A LA UNIVERSITAT OBERTA DE CATALUNYA	ES	 18	5916028,50
199104	692286	SYNERGY	SIGNED	H2020-EU.4.b.	H2020-TWINN-2015	2016-02-01	2019-01-31	1016890,00	1016890,00	H2020-TWINN-2015	CSA	INSTITUT JOZEF STEFAN	SI	 3	1016890,00
199105	692804	SBSI	SIGNED	H2020-EU.1.1.	ERC-PoC-2015	2015-11-01	2017-04-30	150000,00	150000,00	ERC-2015-PoC	ERC-POC	TECHNION - ISRAEL INSTITUTE OF TECHNOLOGY	IL	 1	150000,00
199106	693297	ExoData	SIGNED	H2020-EU.1.1.	ERC-PoC-2015	2015-11-01	2017-04-30	139454,00	139454,00	ERC-2015-PoC	ERC-POC	UNIVERSITY COLLEGE LONDON	UK	 1	139454,00
199107	693594	EndoNaut	SIGNED	H2020-EU.1.1.	ERC-PoC-2015	2016-01-01	2017-06-30	149929,00	149929,00	ERC-2015-PoC	ERC-POC	UNIVERSITY COLLEGE LONDON	UK	 1	149929,00
199108	671083	ACTOMYOSIN RING	SIGNED	H2020-EU.1.1.	ERC-ADG-2014	2015-11-01	2020-10-31	2863705,00	2863705,00	ERC-2014-ADG	ERC-ADG	THE UNIVERSITY OF WARWICK	UK	 1	2863705,00
199109	672344	KAM2CY2	SIGNED	H2020-EU.2.3.	INNOVATION	2015-01-01	2016-12-31	48547,50	48547,50	H2020-Adhoc-2014-20	SGA-CSA	IDRYMA PROOTHISIS EREVNAS	CY	 3	48547,50
199110	679942	FAST SPECTRO	SIGNED	H2020-EU.1.1.	ERC-PoC-2015	2015-11-01	2017-04-30	149922,00	149922,00	ERC-2015-PoC	ERC-POC	AGENCIA ESTATAL CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS	ES	 1	149922,00
199111	694328	HoloMedical3D	SIGNED	H2020-EU.2.3.1.;H2020-EU.2.1.1.	ICT-37-2015	2015-12-01	2017-11-30	1286812,50	900768,75	H2020-SMEINST-2-2015	SME-2	HOLOXICA LIMITED	UK	 1	900768,75
199112	669668	NEO-NAT	SIGNED	H2020-EU.1.1.	ERC-ADG-2014	2015-12-01	2020-11-30	1876215,30	1876215,30	ERC-2014-ADG	ERC-ADG	EUROPEAN ORGANIZATION FOR NUCLEAR RESEARCH	CH	 2	1876215,30
199113	690882	QuatSalts	SIGNED	H2020-EU.1.3.3.	MSCA-RISE-2015	2016-03-01	2020-02-29	774000,00	774000,00	H2020-MSCA-RISE-2015	MSCA-RISE	UNIVERSITA DEGLI STUDI DI NAPOLI FEDERICO II.	IT	 3	774000,00
199114	697631	PASSCLUB	SIGNED	H2020-EU.2.3.1.;H2020-EU.2.1.1.	ICT-37-2015	2015-11-01	2017-04-30	2708750,00	1896125,00	H2020-SMEINST-2-2015	SME-2	TORO DEVELOPMENT SL	ES	 1	1896125,00
199115	676627	ELITRANS	SIGNED	H2020-EU.1.4.1.1.	INFRADEV-3-2015	2015-09-01	2018-08-31	3406633,13	3395383,00	H2020-INFRADEV-1-2015-1	RIA	ASSOCIATION INTERNATIONALE EXTREME-LIGHT-INFRASTRUCTURE DELIVERY CONSORTIUM	BE	 7	3395383,00
199116	680375	PRESCREENARRAY	SIGNED	H2020-EU.1.1.	ERC-PoC-2015	2015-11-01	2017-04-30	147247,00	147247,00	ERC-2015-PoC	ERC-POC	KARLSRUHER INSTITUT FUER TECHNOLOGIE	DE	 1	147247,00
199117	687916	AFEL	SIGNED	H2020-EU.2.1.1.	ICT-20-2015	2015-12-01	2018-11-30	2581940,00	2581940,00	H2020-ICT-2015	RIA	THE OPEN UNIVERSITY	UK	 5	2581940,00
199118	688110	CAPTOR	SIGNED	H2020-EU.2.1.1.	ICT-10-2015	2016-01-01	2018-12-31	1963982,50	1963982,50	H2020-ICT-2015	RIA	UNIVERSITAT POLITECNICA DE CATALUNYA	ES	 8	1963982,50
199119	691131	REMOSIS	SIGNED	H2020-EU.3.;H2020-EU.2.	FTIPilot-1-2015	2016-02-01	2018-01-31	1598836,25	1193873,00	H2020-FTIPilot-2015-1	IA	BIOGENTS AG	DE	 3	1193873,00
199120	691210	PEOPLE	SIGNED	H2020-EU.1.3.3.	MSCA-RISE-2015	2016-01-01	2019-12-31	1233000,00	823500,00	H2020-MSCA-RISE-2015	MSCA-RISE	LINKOPINGS UNIVERSITET	SE	 3	823500,00
199121	692977	ULTRATUNE	SIGNED	H2020-EU.1.1.	ERC-PoC-2015	2016-04-01	2017-09-30	149445,00	149445,00	ERC-2015-PoC	ERC-POC	ASTON UNIVERSITY	UK	 1	149445,00
199123	692645	MeloVDU	SIGNED	H2020-EU.1.1.	ERC-PoC-2015	2015-12-01	2017-05-31	149250,00	149250,00	ERC-2015-PoC	ERC-POC	THE UNIVERSITY OF MANCHESTER	UK	 1	149250,00
199124	655366	PLICO	SIGNED	H2020-EU.1.3.2.	MSCA-IF-2014-EF	2016-01-15	2018-01-14	170121,60	170121,60	H2020-MSCA-IF-2014	MSCA-IF-EF-ST	UNIVERSIDAD DE MALAGA	ES	 1	170121,60
199125	690804	INNOVA_MEASURE 2	SIGNED	H2020-EU.3.6.	Europe	2015-11-01	2016-10-31	400000,00	400000,00	H2020-Adhoc-2014-20	CSA	JRC -JOINT RESEARCH CENTRE- EUROPEAN COMMISSION	BE	 1	400000,00
199126	691497	SafeAST	SIGNED	H2020-EU.3.;H2020-EU.2.	FTIPilot-1-2015	2015-12-01	2017-11-30	2827141,25	2201214,50	H2020-FTIPilot-2015-1	IA	PLANT INTEGRITY LTD	UK	 5	2201214,50
199127	691936	ATHENA	SIGNED	H2020-EU.4.b.	H2020-TWINN-2015	2015-12-01	2018-11-30	972841,25	972841,25	H2020-TWINN-2015	CSA	CYPRUS UNIVERSITY OF TECHNOLOGY	CY	 3	972841,25
199128	692257	BALTICS	SIGNED	H2020-EU.4.b.	H2020-TWINN-2015	2016-01-01	2018-12-31	999652,50	999652,50	H2020-TWINN-2015	CSA	VENTSPILS AUGSTSKOLA	LV	 3	999652,50
199129	693604	3D-COUNT	SIGNED	H2020-EU.1.1.	ERC-PoC-2015	2016-02-01	2017-07-31	150000,00	150000,00	ERC-2015-PoC	ERC-POC	UNIVERSITA DEGLI STUDI DI ROMA LA SAPIENZA	IT	 2	150000,00
199130	698494	ELOXIRAS	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.2.	SFS-08-2015	2015-12-01	2017-11-30	2033154,78	1423208,33	H2020-SMEINST-2-2015	SME-2	APRIA SYSTEMS S.L.	ES	 3	1423208,33
199131	699069	PROTECTDAIRY-F2F	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.2.	SFS-08-2015	2015-12-01	2017-11-30	2058593,75	1441015,63	H2020-SMEINST-2-2015	SME-2	LUXCEL BIOSCIENCES LTD	IE	 1	1441015,63
199132	648071	ProNANO	SIGNED	H2020-EU.1.1.	ERC-CoG-2014	2016-01-01	2020-12-31	1718849,99	1718849,99	ERC-2014-CoG	ERC-COG	ASOCIACION CENTRO DE INVESTIGACION COOPERATIVA EN BIOMATERIALES- CIC biomaGUNE	ES	 1	1718849,99
199133	670986	NoNaCat	SIGNED	H2020-EU.1.1.	ERC-ADG-2014	2015-12-01	2020-11-30	2499375,00	2499375,00	ERC-2014-ADG	ERC-ADG	LEIBNIZ - INSTITUT FUR KATALYSE EV AN DER UNIVERSITAT ROSTOCK	DE	 1	2499375,00
199134	687786	InVID	SIGNED	H2020-EU.2.1.1.	ICT-19-2015	2016-01-01	2018-12-31	3765706,25	3115737,50	H2020-ICT-2015	IA	ETHNIKO KENTRO EREVNAS KAI TECHNOLOGIKIS ANAPTYXIS	EL	 9	3115737,50
199135	687880	HIPERDIAS	SIGNED	H2020-EU.2.1.1.	ICT-27-2015	2016-02-01	2019-07-31	4440640,00	3640307,50	H2020-ICT-2015	RIA	UNIVERSITAET STUTTGART	DE	 10	3640307,50
199136	688146	PHANTOM	SIGNED	H2020-EU.2.1.1.	ICT-04-2015	2015-12-01	2018-11-30	3458926,25	3458926,25	H2020-ICT-2015	RIA	X/OPEN COMPANY LIMITED	UK	 8	3458926,25
199137	688269	TELMI	SIGNED	H2020-EU.2.1.1.	ICT-20-2015	2016-02-01	2019-01-31	2617425,00	2617425,00	H2020-ICT-2015	RIA	UNIVERSIDAD POMPEU FABRA	ES	 5	2617425,00
199138	688652	UP-Drive	SIGNED	H2020-EU.2.1.1.	ICT-24-2015	2016-01-01	2019-12-31	7604893,75	4671896,25	H2020-ICT-2015	RIA	VOLKSWAGEN AG	DE	 5	4671896,25
199139	688712	TRIANGLE	SIGNED	H2020-EU.2.1.1.	ICT-12-2015	2016-01-01	2018-12-31	3579950,00	2903690,00	H2020-ICT-2015	IA	KEYSIGHT TECHNOLOGIES BELGIUM	BE	 7	2903690,00
199140	688835	DE-ENIGMA	SIGNED	H2020-EU.2.1.1.	ICT-20-2015	2016-02-01	2019-07-31	3904188,00	3904187,75	H2020-ICT-2015	RIA	UNIVERSITEIT TWENTE	NL	 8	3904187,75
199141	689238	PreventIT	SIGNED	H2020-EU.3.1.	PHC-21-2015	2016-01-01	2018-12-31	4607950,00	4000000,00	H2020-PHC-2015-single-stage	RIA	NORGES TEKNISK-NATURVITENSKAPELIGE UNIVERSITET NTNU	NO	 9	4000000,00
199142	689772	HPC4E	SIGNED	H2020-EU.2.1.1.	EUB-2-2015	2015-12-01	2017-11-30	1998176,25	1998176,25	H2020-EUB-2015	RIA	BARCELONA SUPERCOMPUTING CENTER - CENTRO NACIONAL DE SUPERCOMPUTACION	ES	 7	1998176,25
199143	691164	ASTROSTAT	SIGNED	H2020-EU.1.3.3.	MSCA-RISE-2015	2016-01-01	2019-12-31	652500,00	526500,00	H2020-MSCA-RISE-2015	MSCA-RISE	FOUNDATION FOR RESEARCH AND TECHNOLOGY HELLAS	EL	 3	526500,00
199144	654606	NANOGRANITES	SIGNED	H2020-EU.1.3.2.	MSCA-IF-2014-GF	2016-11-01	2019-10-31	250518,60	250518,60	H2020-MSCA-IF-2014	MSCA-IF-GF	UNIVERSITA DEGLI STUDI DI PADOVA	IT	 1	250518,60
199145	687253	TFQD	SIGNED	H2020-EU.2.1.6.	COMPET-03-2015	2016-01-01	2017-12-31	1008376,25	1008376,25	H2020-COMPET-2015	RIA	POLITECNICO DI TORINO	IT	 6	1008376,25
199146	687378	SBNAF	SIGNED	H2020-EU.2.1.6.	COMPET-05-2015	2016-04-01	2019-03-31	1545000,00	1545000,00	H2020-COMPET-2015	RIA	MAX PLANCK GESELLSCHAFT ZUR FOERDERUNG DER WISSENSCHAFTEN E.V.	DE	 4	1545000,00
199147	687777	PICs4All	SIGNED	H2020-EU.2.1.1.	ICT-27-2015	2016-01-01	2018-12-31	1051895,00	1051895,00	H2020-ICT-2015	CSA	TECHNISCHE UNIVERSITEIT EINDHOVEN	NL	 11	1051895,00
199148	688003	DIMENSION	SIGNED	H2020-EU.2.1.1.	ICT-27-2015	2016-02-01	2020-01-31	3422128,75	2621758,75	H2020-ICT-2015	RIA	TECHNISCHE UNIVERSITAET DRESDEN	DE	 6	2621758,75
199149	688941	FUTEBOL	SIGNED	H2020-EU.2.1.1.	EUB-3-2015	2016-03-01	2019-02-28	1499446,00	1499446,00	H2020-EUB-2015	RIA	THE PROVOST, FELLOWS, FOUNDATION SCHOLARS & THE OTHER MEMBERS OF BOARD OF THE COLLEGE OF THE HOLY & UNDIVIDED TRINITY OF QUEEN ELIZABETH NEAR DUBLIN	IE	 5	1499446,00
199150	691010	HUNTER	SIGNED	H2020-EU.1.3.3.	MSCA-RISE-2015	2015-12-01	2019-11-30	873000,00	873000,00	H2020-MSCA-RISE-2015	MSCA-RISE	UNINOVA-INSTITUTO DE DESENVOLVIMENTO DE NOVAS TECNOLOGIAS-ASSOCIACAO	PT	 7	873000,00
199151	648135	MOSAIC	SIGNED	H2020-EU.1.1.	ERC-CoG-2014	2016-01-01	2020-12-31	2400894,00	2400894,00	ERC-2014-CoG	ERC-COG	STICHTING SRON NETHERLANDS INSTITUTE FOR SPACE RESEARCH	NL	 1	2400894,00
199152	687384	AEROBI	SIGNED	H2020-EU.2.1.1.	ICT-24-2015	2015-12-01	2018-11-30	3584850,25	3084949,25	H2020-ICT-2015	IA	AIRBUS DS SAS	FR	 11	3084949,25
199153	687605	COGNITUS	SIGNED	H2020-EU.2.1.1.	ICT-19-2015	2016-01-01	2018-12-31	4068691,25	3643018,26	H2020-ICT-2015	IA	BRITISH BROADCASTING CORPORATION	UK	 8	3643018,26
199154	687632	dReDBox	SIGNED	H2020-EU.2.1.1.	ICT-04-2015	2016-01-01	2018-12-31	6451500,00	6451500,00	H2020-ICT-2015	RIA	IBM IRELAND LIMITED	IE	 11	6451500,00
199155	687655	2-IMMERSE	SIGNED	H2020-EU.2.1.1.	ICT-19-2015	2015-12-01	2018-11-30	4758700,00	3990625,00	H2020-ICT-2015	IA	BRITISH BROADCASTING CORPORATION	UK	 7	3990625,00
199156	687681	LoveFood2Market	SIGNED	H2020-EU.2.1.1.	ICT-28-2015	2016-02-01	2019-01-31	3474732,50	3151750,00	H2020-ICT-2015	IA	FOUNDATION FOR RESEARCH AND TECHNOLOGY HELLAS	EL	 7	3151750,00
199157	687800	VISUALMEDIA	SIGNED	H2020-EU.2.1.1.	ICT-19-2015	2016-01-01	2017-12-31	4508465,00	3618421,25	H2020-ICT-2015	IA	BRAINSTORM MULTIMEDIA S.L.	ES	 12	3618421,25
199158	688014	L2TOR	SIGNED	H2020-EU.2.1.1.	ICT-20-2015	2016-01-01	2018-12-31	3042565,00	3042562,00	H2020-ICT-2015	RIA	UNIVERSITY OF PLYMOUTH	UK	 7	3042562,00
199159	688421	MAMI	SIGNED	H2020-EU.2.1.1.	ICT-12-2015	2016-01-01	2018-06-30	2901500,00	1629125,00	H2020-ICT-2015	RIA	EIDGENOESSISCHE TECHNISCHE HOCHSCHULE ZUERICH	CH	 7	1629125,00
199160	688519	PIX4LIFE	SIGNED	H2020-EU.2.1.1.	ICT-28-2015	2016-01-01	2019-12-31	10285191,25	8557337,88	H2020-ICT-2015	IA	INTERUNIVERSITAIR MICRO-ELECTRONICACENTRUM IMEC VZW	BE	 15	8557337,88
199161	688860	HERCULES	SIGNED	H2020-EU.2.1.1.	ICT-04-2015	2016-01-01	2018-12-31	3261443,47	2072300,00	H2020-ICT-2015	IA	UNIVERSITA DEGLI STUDI DI MODENA E REGGIO EMILIA	IT	 7	2072300,00
199162	691911	Record Biomap	SIGNED	H2020-EU.3.;H2020-EU.3.3.;H2020-EU.3.3.2.	LCE-19-2015	2016-04-01	2018-03-31	499922,00	499921,00	H2020-LCE-2015-2	CSA	DBFZ DEUTSCHES BIOMASSEFORSCHUNGSZENTRUM GEMEINNUETZIGE GMBH	DE	 3	499921,00
199163	710070	BREATHE	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.1.	PHC-12-2015-1	2015-12-01	2016-02-29	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	ANAXSYS TECHNOLOGY LIMITED	UK	 1	50000,00
199164	710478	JOS	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.3.	SIE-01-2015-1	2015-12-01	2016-03-31	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	JOS TECHNOLOGY	IT	 1	50000,00
199165	710759	TACTICS	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.1.	PHC-12-2015-1	2015-12-01	2016-05-31	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	IP RESEARCH CONSULTING SASU	FR	 1	50000,00
199166	711437	VanderSat	SIGNED	H2020-EU.2.3.1.;H2020-EU.2.1.6.	Space-SME-2015-1	2015-12-01	2016-05-31	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	AOES Group BV - Advanced Operations and Engineering Services Group BV	NL	 2	50000,00
199167	680875	C-Levitonics	SIGNED	H2020-EU.1.1.	ERC-PoC-2015	2015-12-01	2017-05-31	149404,00	149404,00	ERC-2015-PoC	ERC-POC	COMMISSARIAT A L ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES	FR	 1	149404,00
199168	687299	NeuRAM3	SIGNED	H2020-EU.2.1.1.	ICT-25-2015	2016-01-01	2018-12-31	4181015,00	3216150,00	H2020-ICT-2015	RIA	COMMISSARIAT A L ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES	FR	 9	3216150,00
199169	687306	ECLIPSE	SIGNED	H2020-EU.2.1.6.	COMPET-03-2015	2015-12-01	2017-11-30	999953,75	999953,75	H2020-COMPET-2015	RIA	AIRBUS DEFENCE AND SPACE SAS	FR	 9	999953,75
199170	687698	HiPEAC	SIGNED	H2020-EU.2.1.1.	ICT-04-2015	2016-01-01	2018-02-28	3480000,00	3000000,00	H2020-ICT-2015	CSA	UNIVERSITEIT GENT	BE	 12	3000000,00
199171	687860	SoftFIRE	SIGNED	H2020-EU.2.1.1.	ICT-12-2015	2016-02-01	2018-01-31	4384510,00	4384510,00	H2020-ICT-2015	RIA	EIT ICT LABS IVZW	BE	 8	4384510,00
199172	687921	MPAT	SIGNED	H2020-EU.2.1.1.	ICT-19-2015	2015-12-01	2017-11-30	3291767,50	2980517,50	H2020-ICT-2015	IA	FRAUNHOFER GESELLSCHAFT ZUR FORDERUNG DER ANGEWANDTEN FORSCHUNG EV	DE	 8	2980517,50
199173	687973	GREAT	SIGNED	H2020-EU.2.1.1.	ICT-25-2015	2016-01-01	2018-12-31	4539001,25	4539001,25	H2020-ICT-2015	RIA	COMMISSARIAT A L ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES	FR	 9	4539001,25
199174	687992	EMBERS	SIGNED	H2020-EU.2.1.1.	ICT-12-2015	2015-12-01	2018-11-30	2156837,50	1999525,00	H2020-ICT-2015	IA	UNIVERSITE PIERRE ET MARIE CURIE - PARIS 6	FR	 5	1999525,00
199175	688093	PI-SCALE	SIGNED	H2020-EU.2.1.1.	ICT-28-2015	2016-01-01	2018-12-31	15719586,25	13999792,76	H2020-ICT-2015	IA	NEDERLANDSE ORGANISATIE VOOR TOEGEPAST NATUURWETENSCHAPPELIJK ONDERZOEK TNO	NL	 14	13999792,76
199176	688101	SUPERAID7	SIGNED	H2020-EU.2.1.1.	ICT-25-2015	2016-01-01	2018-12-31	3377527,50	3377527,50	H2020-ICT-2015	RIA	FRAUNHOFER GESELLSCHAFT ZUR FORDERUNG DER ANGEWANDTEN FORSCHUNG EV	DE	 5	3377527,50
199177	688131	ARGO	SIGNED	H2020-EU.2.1.1.	ICT-04-2015	2016-01-01	2018-12-31	3892181,25	3892181,00	H2020-ICT-2015	RIA	KARLSRUHER INSTITUT FUER TECHNOLOGIE	DE	 8	3892181,00
199178	688226	EUROPRACTICE 2016	SIGNED	H2020-EU.2.1.1.	ICT-25-2015	2016-07-01	2018-06-30	3850398,75	3850398,75	H2020-ICT-2015	IA	INTERUNIVERSITAIR MICRO-ELECTRONICACENTRUM IMEC VZW	BE	 3	3850398,75
199179	688265	MIRPHAB	SIGNED	H2020-EU.2.1.1.	ICT-28-2015	2016-01-01	2019-12-31	17242535,00	12980217,39	H2020-ICT-2015	IA	COMMISSARIAT A L ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES	FR	 18	12980217,39
199180	688369	UNIFY-IoT	SIGNED	H2020-EU.2.1.1.	ICT-30-2015	2016-01-01	2017-12-31	1013185,00	1000000,00	H2020-ICT-2015	CSA	STIFTELSEN SINTEF	NO	 8	1000000,00
199181	688380	VaVeL	SIGNED	H2020-EU.2.1.1.	ICT-16-2015	2015-12-01	2018-11-30	3999668,75	3999668,75	H2020-ICT-2015	RIA	ETHNIKO KAI KAPODISTRIAKO PANEPISTIMIO ATHINON	EL	 10	3999668,75
199182	688403	TULIPP	SIGNED	H2020-EU.2.1.1.	ICT-04-2015	2016-02-01	2019-01-31	4732008,14	3897055,45	H2020-ICT-2015	IA	THALES SA	FR	 8	3897055,45
199183	688503	NEWTON	SIGNED	H2020-EU.2.1.1.	ICT-20-2015	2016-03-01	2019-02-28	6425187,50	5618771,75	H2020-ICT-2015	IA	DUBLIN CITY UNIVERSITY	IE	 14	5618771,75
199184	688516	COSMICC	SIGNED	H2020-EU.2.1.1.	ICT-27-2015	2015-12-01	2018-11-30	3986635,00	3736897,50	H2020-ICT-2015	RIA	COMMISSARIAT A L ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES	FR	 11	3736897,50
199185	688539	MOS-QUITO	SIGNED	H2020-EU.2.1.1.	ICT-25-2015	2016-04-01	2019-03-31	3973361,25	3450622,00	H2020-ICT-2015	RIA	COMMISSARIAT A L ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES	FR	 7	3450622,00
199186	688544	L3MATRIX	SIGNED	H2020-EU.2.1.1.	ICT-27-2015	2015-12-01	2018-11-30	3836186,25	3123966,25	H2020-ICT-2015	RIA	FRAUNHOFER GESELLSCHAFT ZUR FORDERUNG DER ANGEWANDTEN FORSCHUNG EV	DE	 8	3123966,25
199187	688612	CONNECT	SIGNED	H2020-EU.2.1.1.	ICT-25-2015	2016-01-01	2018-12-31	3999267,55	3437872,55	H2020-ICT-2015	RIA	FRAUNHOFER GESELLSCHAFT ZUR FORDERUNG DER ANGEWANDTEN FORSCHUNG EV	DE	 7	3437872,55
199188	688717	Be-IoT	SIGNED	H2020-EU.2.1.1.	ICT-30-2015	2016-01-01	2017-12-31	1041073,13	1041073,13	H2020-ICT-2015	CSA	ETVENTURE GMBH	DE	 5	1041073,13
199189	688750	HAMLET	SIGNED	H2020-EU.2.1.1.	ICT-27-2015	2015-12-01	2018-11-30	3487401,25	3487401,25	H2020-ICT-2015	RIA	INSTITUTE OF COMMUNICATION AND COMPUTER SYSTEMS	EL	 6	3487401,25
199190	688807	ColRobot	SIGNED	H2020-EU.2.1.1.	ICT-24-2015	2016-02-01	2019-01-31	4338412,50	3914493,38	H2020-ICT-2015	IA	ECOLE NATIONALE SUPERIEURE D'ARTS ET METIERS	FR	 11	3914493,38
199191	690836	PANG	SIGNED	H2020-EU.1.3.3.	MSCA-RISE-2015	2016-01-01	2019-12-31	580500,00	580500,00	H2020-MSCA-RISE-2015	MSCA-RISE	UNIVERSITE DES SCIENCES ET TECHNOLOGIES DE LILLE - LILLE I	FR	 8	580500,00
199192	690900	DATA4WATER	SIGNED	H2020-EU.4.b.	H2020-TWINN-2015	2016-01-01	2018-12-31	999493,75	999493,75	H2020-TWINN-2015	CSA	UNIVERSITATEA POLITEHNICA DIN BUCURESTI	RO	 4	999493,75
199193	691688	LASIG-TWIN	SIGNED	H2020-EU.4.b.	H2020-TWINN-2015	2016-01-01	2018-12-31	1066112,50	1066112,50	H2020-TWINN-2015	CSA	INSTITUTUL NATIONAL DE CERCETARE DEZVOLTARE PENTRU FIZICA LASERILOR PLASMEI SI RADIATIEI	RO	 5	1066112,50
199194	691818	UPTAKE	SIGNED	H2020-EU.4.b.	H2020-TWINN-2015	2016-02-01	2019-01-31	1016410,00	1016410,00	H2020-TWINN-2015	CSA	TARTU ULIKOOL	EE	 3	1016410,00
199195	692216	SUPERMAT	SIGNED	H2020-EU.4.b.	H2020-TWINN-2015	2016-01-01	2018-12-31	996000,00	996000,00	H2020-TWINN-2015	CSA	Institutul National de Cercetare - Dezvoltare Pentru metale Neferoase si Rare - IMNR	RO	 7	996000,00
199196	692939	COAT	SIGNED	H2020-EU.1.1.	ERC-PoC-2015	2015-12-01	2017-05-31	146929,00	146929,00	ERC-2015-PoC	ERC-POC	IMPERIAL COLLEGE OF SCIENCE TECHNOLOGY AND MEDICINE	UK	 1	146929,00
199197	699903	COCOA CLOUD	SIGNED	H2020-EU.2.3.1.;H2020-EU.2.1.1.	ICT-37-2015-1	2015-12-01	2016-03-31	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	VAADIN OY	FI	 1	50000,00
199198	659526	NGTMod	SIGNED	H2020-EU.1.3.2.	MSCA-IF-2014-GF	2016-08-01	2018-07-31	178603,20	178603,20	H2020-MSCA-IF-2014	MSCA-IF-GF	CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE	FR	 1	178603,20
199199	669531	EDAX	SIGNED	H2020-EU.1.1.	ERC-ADG-2014	2016-01-01	2020-12-31	2496250,00	2496250,00	ERC-2014-ADG	ERC-ADG	UNIVERSITAET POTSDAM	DE	 2	2496250,00
199200	670436	SIR	SIGNED	H2020-EU.1.1.	ERC-ADG-2014	2015-12-01	2020-11-30	2025000,00	2025000,00	ERC-2014-ADG	ERC-ADG	UNIVERSITA DEGLI STUDI DI ROMA LA SAPIENZA	IT	 1	2025000,00
199201	690968	NANOGUARD2AR	SIGNED	H2020-EU.1.3.3.	MSCA-RISE-2015	2016-01-01	2019-12-31	1386000,00	1386000,00	H2020-MSCA-RISE-2015	MSCA-RISE	NOVA ID FCT - ASSOCIACAO PARA A INOVACAO E DESENVOLVIMENTO DA FCT	PT	 13	1386000,00
199202	674231	RAAI	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.4.	IT-1-2014	2015-12-01	2017-11-30	1574164,25	1101914,50	H2020-SMEINST-2-2014	SME-2	ARXES-TOLINA GMBH	DE	 3	1101914,50
