title;topicRcn;topicCode;legalBasisRcn;legalBasisCode
Advanced Engine and Aircraft Configurations - Strategic Complementary Research to Prepare, Develop and Conduct Large-Scale Demonstration;665438;JTI-CS2-CPW-LPA-01-01;665404;H2020-EU.3.4.5.1.
Integrated Flow Control Applied to large Civil Aircraft;665439;JTI-CS2-CPW-LPA-01-02;665404;H2020-EU.3.4.5.1.
Advanced HLFC fin design work: Structural design and manufacturing of operational HLFC fin;665440;JTI-CS2-CPW-LPA-01-03;665404;H2020-EU.3.4.5.1.
Integrated Engine Mounted Rear End Demonstrator: Component Design, Manufacturing and Test;665441;JTI-CS2-CPW-LPA-01-04;665404;H2020-EU.3.4.5.1.
PoWer Turbine of the Flight Demonstrator Contra Rotative Open Rotor (CROR) Engine;665442;JTI-CS2-CPW-LPA-01-05;665404;H2020-EU.3.4.5.1.
Rotating Frames of the Flight Demonstrator Contra Rotating Open Rotor (CROR) Engine;665443;JTI-CS2-CPW-LPA-01-06;665404;H2020-EU.3.4.5.1.
Airframe Cabin and Cargo and System integration Architecture;665444;JTI-CS2-CPW-LPA-02-01;665404;H2020-EU.3.4.5.1.
"Cabin &amp; Cargo Functional System and Operations";665445;JTI-CS2-CPW-LPA-02-02;665404;H2020-EU.3.4.5.1.
Development of advanced systems technologies and hardware/software for the Flight Simulator and Iron Bird ground demonstrators for regional aircraft;665446;JTI-CS2-CPW-REG-01-01;665406;H2020-EU.3.4.5.2.
Advanced wing for regional A/C - Technologies Development, Design and Manufacturing for FTB#1;665447;JTI-CS2-CPW-REG-01-02;665406;H2020-EU.3.4.5.2.
Flight Physics and wing integration in FTB2;665448;JTI-CS2-CPW-REG-02-01;665406;H2020-EU.3.4.5.2.
Power Electronics and Electrical Drives;665449;JTI-CS2-CPW-SYS-02-01;665414;H2020-EU.3.4.5.6.
Model, Tools, Simulation and Integration;665450;JTI-CS2-CPW-SYS-03-01;665414;H2020-EU.3.4.5.6.
International cooperation in aeronautics with Canada;665452;MG-1.9-2015;664357;H2020-EU.3.4.
International cooperation in aeronautics with China;665453;MG-1.10-2015;664357;H2020-EU.3.4.
Towards sustainability and globalisation of the Joint Programming Initiative on Neurodegenerative Diseases;665454;HCO-17-2015;664237;H2020-EU.3.1.
Marie Sk?odowska-Curie Individual Fellowships (IF-GF);665455;MSCA-IF-2015-GF;664113;H2020-EU.1.3.2.
Marie Sk?odowska-Curie Innovative Training Networks (ITN-EID);665456;MSCA-ITN-2015-EID;664111;H2020-EU.1.3.1.
Marie Sk?odowska-Curie Innovative Training Networks (ITN-ETN);665457;MSCA-ITN-2015-ETN;664111;H2020-EU.1.3.1.
Marie Sk?odowska-Curie Innovative Training Networks (ITN-EJD);665458;MSCA-ITN-2015-EJD;664111;H2020-EU.1.3.1.
ERC Starting Grant;665460;ERC-StG-2015;664099;H2020-EU.1.1.
ERC Consolidator Grant;665461;ERC-CoG-2015;664099;H2020-EU.1.1.
ERC Advanced Grant;665462;ERC-ADG-2015;664099;H2020-EU.1.1.
ERC Support for novel ways to highlight the work funded by the ERC and reach out a wider public.;665463;ERC-SUPPORT-2014;664099;H2020-EU.1.1.
Fast Track to Innovation Pilot;665464;FTIPilot-1-2015;664235;H2020-EU.3.
"Support for clustering and networking in the micro- &amp; nanofluidics community";665465;NMP-40-2015;664161;H2020-EU.2.1.2.
"Support for clustering and networking in the micro- &amp; nanofluidics community";665466;NMP-40�2015;;
Enabling Innovation - Creating Impact from Social Sciences and Humanities;665467;REFLECTIVE-11-2015;664435;H2020-EU.3.6.
Value-sensitive technological innovation in Cybersecurity;665468;DS-07-2015;664463;H2020-EU.3.7.
Estimating the costs of research misconduct and the socio-economic benefit of research integrity;665470;GARRI-9-2015;664505;H2020-EU.5.f.
Flexible processing technologies;665632;SC5-11b-2014;664407;H2020-EU.3.5.3.
Innovative solutions for sustainable novel food processing;665741;SFS-17-2014;664281;H2020-EU.3.2.
Powertrain control for heavy-duty vehicles with optimised emission;666160;GV-6-2015;664357;H2020-EU.3.4.
Ethical/Societal Dimension Topic 2: Enhancing cooperation between law enforcement agencies and citizens - Community policing;666332;FCT-14-2014;664463;H2020-EU.3.7.
Added value products from underutilised agricultural resources;666531;BBI.VC3.F1;665315;H2020-EU.3.2.6.
FET Take-Up Coordination and Support Activities 2015;669032;FETOPEN-CSA-FETTAKEUP-2015;664103;H2020-EU.1.2.1.
Enhancing the innovation management capacity of SMEs;669034;INNOVATION;664223;H2020-EU.2.3.
Vaccine development Phase I, II, and III;669037;IMI2-2014-02-01;665375;H2020-EU.3.1.7.13.
Manufacturing capability;669039;IMI2-2014-02-02;665375;H2020-EU.3.1.7.13.
Stability of vaccines during transport and storage;669041;IMI2-2014-02-03;665375;H2020-EU.3.1.7.13.
Deployment and compliance of vaccination regimens;669043;IMI2-2014-02-04;665375;H2020-EU.3.1.7.13.
Rapid diagnostic tests;669045;IMI2-2014-02-05;665375;H2020-EU.3.1.7.13.
GEANT;669047;GEANT;664087;H2020-EC
Remote Assessment of Disease and Relapse - CNS;669049;IMI2-2015-03-01;665375;H2020-EU.3.1.7.13.
Assessing Risk and Progression of Prediabetes and Type 2 Diabetes to Enable Disease Modification;669051;IMI2-2015-03-02;665361;H2020-EU.3.1.7.6.
Linking Clinical Neuropsychiatry and Quantitative Neurobiology;669053;IMI2-2015-03-03;665357;H2020-EU.3.1.7.4.
The Consistency Approach to Quality Control in Vaccine Manufacture;669055;IMI2-2015-03-04;665373;H2020-EU.3.1.7.12.
Pertussis vaccination research;669057;IMI2-2015-03-05;665373;H2020-EU.3.1.7.12.
Knowledge Repository to enable Patient Focused Medicine Development;669059;IMI2-2015-03-06;665375;H2020-EU.3.1.7.13.
Enabling Platform on Medicines Adaptive Pathways to Patients;669061;IMI2-2015-04-01;665375;H2020-EU.3.1.7.13.
OPEN ROTOR Engine Mounting System;669063;JTI-CS2-2014-CFP01-LPA-01-01;665404;H2020-EU.3.4.5.1.
Support to future CROR and UHBR �propulsion system maturation;669065;JTI-CS2-2014-CFP01-LPA-01-02;665404;H2020-EU.3.4.5.1.
Development of advanced laser-beam welding technology for the manufacturing of structures for titanium HLFC structures;669067;JTI-CS2-2014-CFP01-LPA-01-03;665404;H2020-EU.3.4.5.1.
Cost Reduction On Composite Structure Assembly � Blind fastener inspection technology for quality control;669069;JTI-CS2-2014-CFP01-LPA-02-01;665404;H2020-EU.3.4.5.1.
Cost Reduction On Composite Structure Assembly - Definition And Development Of An Inspection Tool To Characterize Inner Surface Hole Quality;669071;JTI-CS2-2014-CFP01-LPA-02-02;665404;H2020-EU.3.4.5.1.
Rapid Assembly Of Bracket For Structure-System Integration;669073;JTI-CS2-2014-CFP01-LPA-02-03;665404;H2020-EU.3.4.5.1.
Automation in Final Aircraft Assembly Lines and Enabling Technologies;669075;JTI-CS2-2014-CFP01-LPA-02-04;665404;H2020-EU.3.4.5.1.
Environmental Friendly Fire Suppression;669077;JTI-CS2-2014-CFP01-LPA-02-05;665404;H2020-EU.3.4.5.1.
Development of Thermoelastic Stress Analysis for the detection of stress hotspots during structural testing;669079;JTI-CS2-2014-CFP01-LPA-02-06;665404;H2020-EU.3.4.5.1.
Process and Methods for E2E Maintenance Architecture development and demonstrations and solutions for technology integration;669081;JTI-CS2-2014-CFP01-LPA-03-01;665404;H2020-EU.3.4.5.1.
Aircraft System Prognostic solutions integrated into an airline E2E maintenance operational context;669083;JTI-CS2-2014-CFP01-LPA-03-02;665404;H2020-EU.3.4.5.1.
Airline Maintenance Operations implementation of an E2E Maintenance Service Architecture and its enablers;669085;JTI-CS2-2014-CFP01-LPA-03-03;665404;H2020-EU.3.4.5.1.
Aerodynamic characterization of control devices for wing loads control and aircraft response characterization of a regional turboprop aircraft;669087;JTI-CS2-2014-CFP01-REG-02-01;665406;H2020-EU.3.4.5.2.
Support to the aerodynamic and aeroelastic analysis of a trimmed, complete compound R/C and related issues;669089;JTI-CS2-2014-CFP01-FRC-02-01;665408;H2020-EU.3.4.5.3.
Aerodynamic and functional design study of a full-fairing semi-watertight concept for an articulated rotor head;669091;JTI-CS2-2014-CFP01-FRC-02-02;665408;H2020-EU.3.4.5.3.
Support to the aerodynamic analysis and design of propellers of a compound helicopter;669093;JTI-CS2-2014-CFP01-FRC-02-03;665408;H2020-EU.3.4.5.3.
Tools development for aerodynamic optimization on engine air intake;669095;JTI-CS2-2014-CFP01-FRC-02-04;665408;H2020-EU.3.4.5.3.
HVDC Starter/Generator;669097;JTI-CS2-2014-CFP01-FRC-02-05;665408;H2020-EU.3.4.5.3.
High Voltage Network Battery;669099;JTI-CS2-2014-CFP01-FRC-02-06;665408;H2020-EU.3.4.5.3.
Power Conversion;669101;JTI-CS2-2014-CFP01-FRC-02-07;665408;H2020-EU.3.4.5.3.
HVDC Network management;669103;JTI-CS2-2014-CFP01-FRC-02-08;665408;H2020-EU.3.4.5.3.
Aerodynamic and acoustic capabilities developments for close coupling, high bypass ratio turbofan Aircraft integration;669105;JTI-CS2-2014-CFP01-AIR-01-01;665410;H2020-EU.3.4.5.4.
Advanced predictive models development and simulation capabilities for Engine design space exploration and performance optimization;669107;JTI-CS2-2014-CFP01-AIR-01-02;665410;H2020-EU.3.4.5.4.
CROR Engine debris Impact. Shielding design, manufacturing, simulation and Impact test preparation;669109;JTI-CS2-2014-CFP01-AIR-01-03;665410;H2020-EU.3.4.5.4.
Aero-acoustic experimental characterization of a CROR (Contra Rotating Open Rotor) engine WT model with core flow in propellers architecture;669111;JTI-CS2-2014-CFP01-AIR-01-04;665410;H2020-EU.3.4.5.4.
Blade FEM impact simulations and sample manufacturing for CROR Aircraft;669113;JTI-CS2-2014-CFP01-AIR-01-05;665410;H2020-EU.3.4.5.4.
Design and demonstration of a laminar nacelle concept for business jet;669115;JTI-CS2-2014-CFP01-AIR-01-06;665410;H2020-EU.3.4.5.4.
Eco Design for Airframe - Re-use of Thermoplastics Composites;669117;JTI-CS2-2014-CFP01-AIR-01-07;665410;H2020-EU.3.4.5.4.
Flightworthy Flush & Lightweight doors for unpressurized Fast Rotorcraft;669119;JTI-CS2-2014-CFP01-AIR-02-01;665410;H2020-EU.3.4.5.4.
Bird strike - Erosion resistant and fast maintainable windshields;669121;JTI-CS2-2014-CFP01-AIR-02-02;665410;H2020-EU.3.4.5.4.
Curved stiffened panels in thermoplastics by preindustrial ISC process;669123;JTI-CS2-2014-CFP01-AIR-02-03;665410;H2020-EU.3.4.5.4.
New enhanced acoustic damping composite material;669125;JTI-CS2-2014-CFP01-AIR-02-04;665410;H2020-EU.3.4.5.4.
Structural bonded repair of monolithic composite airframe;669127;JTI-CS2-2014-CFP01-AIR-02-05;665410;H2020-EU.3.4.5.4.
Simulation tool development for a composite manufacturing process default prediction integrated into a quality control �system;669129;JTI-CS2-2014-CFP01-AIR-02-06;665410;H2020-EU.3.4.5.4.
Design Against Distortion: Part distortion prediction, design for minimized distortion, metallic aerospace parts;669131;JTI-CS2-2014-CFP01-AIR-02-07;665410;H2020-EU.3.4.5.4.
Engine Mounting System (EMS) for Ground Test Demo;669133;JTI-CS2-2014-CFP01-ENG-01-01;665412;H2020-EU.3.4.5.5.
Development of an all-oxide Ceramic Matrix Composite (CMC) Engine Part;669135;JTI-CS2-2014-CFP01-ENG-02-01;665412;H2020-EU.3.4.5.5.
Characterisation of Thermo-mechanical Fatigue Behaviour;669137;JTI-CS2-2014-CFP01-ENG-03-01;665412;H2020-EU.3.4.5.5.
Advanced analytical tool for the understanding and the prediction of core noise for large civil aero engine with low emission core;669139;JTI-CS2-2014-CFP01-ENG-03-02;665412;H2020-EU.3.4.5.5.
VHBR Engine - Advanced bearing technology;669141;JTI-CS2-2014-CFP01-ENG-03-03;665412;H2020-EU.3.4.5.5.
Crack growth threshold analysis in TiAl alloys;669143;JTI-CS2-2014-CFP01-ENG-03-04;665412;H2020-EU.3.4.5.5.
Power Density improvement demonstrated on a certified engine;669145;JTI-CS2-2014-CFP01-ENG-04-01;665412;H2020-EU.3.4.5.5.
High Performance Turbocharger;669147;JTI-CS2-2014-CFP01-ENG-04-02;665412;H2020-EU.3.4.5.5.
Alternative Architecture Engine research;669149;JTI-CS2-2014-CFP01-ENG-04-03;665412;H2020-EU.3.4.5.5.
Engine Installation Optimization;669151;JTI-CS2-2014-CFP01-ENG-04-04;665412;H2020-EU.3.4.5.5.
Smart Integrated Wing � Life extended hydrostatic & lubricated systems;669153;JTI-CS2-2014-CFP01-SYS-02-01;665414;H2020-EU.3.4.5.6.
Modular, scalable, multi-function, high power density power controller for electric taxi;669155;JTI-CS2-2014-CFP01-SYS-02-02;665414;H2020-EU.3.4.5.6.
Robust �package for harsh environment and optimization of electrical characteristic of rectifier bridge using high current diode;669157;JTI-CS2-2014-CFP01-SYS-02-03;665414;H2020-EU.3.4.5.6.
Smart Oil pressure sensors for oil cooled starter/generator;669159;JTI-CS2-2014-CFP01-SYS-02-04;665414;H2020-EU.3.4.5.6.
Instrumented bearing for oil cooled starter/generator;669161;JTI-CS2-2014-CFP01-SYS-02-05;665414;H2020-EU.3.4.5.6.
Evaluate mechanical and fatigue capabilities for diode die in harsh environment;669163;JTI-CS2-2014-CFP01-SYS-02-06;665414;H2020-EU.3.4.5.6.
Development of MODELICA libraries for ECS and thermal management architectures;669165;JTI-CS2-2014-CFP01-SYS-02-07;665414;H2020-EU.3.4.5.6.
Embedded sensors technology for air quality measurement;669167;JTI-CS2-2014-CFP01-SYS-02-08;665414;H2020-EU.3.4.5.6.
NCP playground;669169;NCP-playground;664087;H2020-EC
ERC-14;669171;ERC-14;664099;H2020-EU.1.1.
FETFLAGSHIP;669173;FETFLAGSHIP;664101;H2020-EU.1.2.
Automation in ATM;669175;Sesar-01-2015;669176;H2020-EU.3.4.7.1
Data Science in ATM;669177;Sesar-02-2015;669176;H2020-EU.3.4.7.1
COST-Networking-2015;669179;COST-Networking-2015;664481;H2020-EU.4.
Smart Mobility;669182;ECSEL-01-2015;665325;H2020-EU.2.1.1.7.
Smart Society;669184;ECSEL-02-2015;665325;H2020-EU.2.1.1.7.
Smart Energy;669186;ECSEL-03-2015;665325;H2020-EU.2.1.1.7.
Smart Health;669188;ECSEL-04-2015;665325;H2020-EU.2.1.1.7.
Smart production;669190;ECSEL-05-2015;665325;H2020-EU.2.1.1.7.
Semicondutor Process, Equipment and Materials;669192;ECSEL-06-2015;665325;H2020-EU.2.1.1.7.
Design Technology;669194;ECSEL-07-2015;665325;H2020-EU.2.1.1.7.
Cyber-physical Systems;669196;ECSEL-08-2015;665325;H2020-EU.2.1.1.7.
Smart Systems Integration;669198;ECSEL-09-2015;665325;H2020-EU.2.1.1.7.
Horizon Prize � Better use of Antibiotics;669200;HOA-01-2015;664237;H2020-EU.3.1.
Horizon Prize � Collaborative Spectrum Sharing;669202;SpectrumPrize-01-2015;664153;H2020-EU.2.1.1.3.
ICT50;669204;ICT50;664147;H2020-EU.2.1.1.
Smart Mobility;669206;ECSEL-10-2015;665325;H2020-EU.2.1.1.7.
Smart Society;669208;ECSEL-11-2015;665325;H2020-EU.2.1.1.7.
Smart Energy;669210;ECSEL-12-2015;665325;H2020-EU.2.1.1.7.
Smart Health;669212;ECSEL-13-2015;665325;H2020-EU.2.1.1.7.
Smart production;669214;ECSEL-14-2015;665325;H2020-EU.2.1.1.7.
Semicondutor Process, Equipment and Materials;669216;ECSEL-15-2015;665325;H2020-EU.2.1.1.7.
Design Technology;669218;ECSEL-16-2015;665325;H2020-EU.2.1.1.7.
Cyber-physical Systems;669220;ECSEL-17-2015;665325;H2020-EU.2.1.1.7.
Smart Systems Integration;669222;ECSEL-18-2015;665325;H2020-EU.2.1.1.7.
Information Management in ATM;669224;Sesar-03-2015;669176;H2020-EU.3.4.7.1
Economics and Legal Change in ATM;669226;Sesar-05-2015;669176;H2020-EU.3.4.7.1
High Performing Airport Operations;669228;Sesar-06-2015;669176;H2020-EU.3.4.7.1
Separation Management and Separation Standards;669230;Sesar-07-2015;669176;H2020-EU.3.4.7.1
Environment and Meteorology in ATM;669232;Sesar-04-2015;669176;H2020-EU.3.4.7.1
Communication,Navigation and Surveillance (CNS);669234;Sesar-08-2015;669176;H2020-EU.3.4.7.1
Trajectory Based Operations (TBO);669236;Sesar-09-2015;669176;H2020-EU.3.4.7.1
ATM Architecture;669238;Sesar-10-2015;669176;H2020-EU.3.4.7.1
ATM Performance;669240;Sesar-11-2015;669176;H2020-EU.3.4.7.1
EU Prize for Women Innovators;669242;WIP-01-2015;664499;H2020-EU.5.b.
Horizon Prize - Breaking the optical transmission barriers;669244;OpticalPrize-01-2015;664153;H2020-EU.2.1.1.3.
;682708;FETOPEN-RIA-2014-2015;;
KET Biotechnology foresight identifying gaps and high-value opportunities for the EU industry;687230;BIOTEC-04-2016;664189;H2020-EU.2.1.4.
Valorisation of cellulose into new added value products;699931;BBI.VC2.F2;665321;H2020-EU.3.2.6.3.
Develop technologies for achieving competitive solutions for APU transport applications based on existing technology;699932;FCH-01.5-2015;665343;H2020-EU.3.4.6.1.
Proof-of-concept of HT electrolysers at a scale > 70 kW;699933;FCH-02.4-2015;665337;H2020-EU.3.3.8.2.
Development of co-electrolysis using CO2 and water;699934;FCH-02.3-2015;665337;H2020-EU.3.3.8.2.
Diagnostics and control for increased fuel cell system lifetime in automotive applications;699935;FCH-01.2-2015;665343;H2020-EU.3.4.6.1.
Low cost and durable PEMFCs for transport applications;699944;FCH-01.1-2015;665343;H2020-EU.3.4.6.1.
Improved electrolysis for Distributed Hydrogen production;699945;FCH-02.2-2015;665337;H2020-EU.3.3.8.2.
European Ethics and Research Integrity Network;699949;GARRI-10-2015;664505;H2020-EU.5.f.
Improved electrolysis for Off-grid Hydrogen production;699950;FCH-02.1-2015;665337;H2020-EU.3.3.8.2.
From lignocellulosic feedstock to advanced bio-based chemicals, materials or ethanol;699951;BBI.VC1.F1;665321;H2020-EU.3.2.6.3.
Development of technology to separate hydrogen from low-concentration hydrogen streams;699958;FCH-02.5-2015;665339;H2020-EU.3.3.8.3.
Large scale demonstration of �CHP fuel cells;699960;FCH-02.9-2015;665335;H2020-EU.3.3.8.1.
Recycling and Dismantling Strategies for FCH Technologies;699961;FCH-04.1-2015;665347;H2020-EU.3.5.7.1.
Development of cost effective manufacturing technologies for key components or fuel cell systems;699962;FCH-02.6-2015;665335;H2020-EU.3.3.8.1.
INNOVATION-02 for SGA EEN;699966;INNOVATION-2015-02;664223;H2020-EU.2.3.
Hydrogen territories;699968;FCH-03.2-2015;664345;H2020-EU.3.3.3.2.
Complex (composite) part Ultrasonic inspection facilitated by man-robot collaboration;699972;JTI-CS2-2015-CFP02-AIR-01-13;665410;H2020-EU.3.4.5.4.
Design Against Distortion: Part distortion prediction, design for minimized distortion, carbon-epoxy aerospace parts;699974;JTI-CS2-2015-CFP02-AIR-02-15;665410;H2020-EU.3.4.5.4.
CROR Engine debris Middle level Impact and mechanical test;699976;JTI-CS2-2015-CFP02-AIR-01-08;665410;H2020-EU.3.4.5.4.
Powerplant Shaft Dynamic and associated damping system;699978;JTI-CS2-2015-CFP02-ENG-04-05;665412;H2020-EU.3.4.5.5.
More electric, advanced hydromechanics propeller control components;699980;JTI-CS2-2015-CFP02-ENG-01-03;665412;H2020-EU.3.4.5.5.
Jet Noise Reduction Using Predictive Methods;699981;JTI-CS2-2015-CFP02-ENG-03-02;665412;H2020-EU.3.4.5.5.
Design, test and manufacturing of robust fluidic actuators;699984;JTI-CS2-2015-CFP02-LPA-01-07;665404;H2020-EU.3.4.5.1.
Eco Design : Optimization of SAA chromium free sealing process;699986;JTI-CS2-2015-CFP02-SYS-02-12;665414;H2020-EU.3.4.5.6.
Touchscreen control panel for critical system management functions;699987;JTI-CS2-2015-CFP02-LPA-03-04;665404;H2020-EU.3.4.5.1.
European Researchers' Night;699990;MSCA-NIGHT-2016;664119;H2020-EU.1.3.5.
Accelerating the uptake of nanotechnologies advanced materials or advanced manufacturing and processing technologies by SMEs;699992;SMEInst-02-2016-2017;664173;H2020-EU.2.1.3.
Accelerating market introduction of ICT solutions for Health, Well-Being and Ageing Well;699994;SMEInst-06-2016-2017;664275;H2020-EU.3.1.6.
Supporting innovative SMEs in the healthcare biotechnology sector;699995;SMEInst-05-2016-2017;664225;H2020-EU.2.3.1.
Stimulating the innovation potential of SMEs for sustainable and competitive agriculture, forestry, agri-food and bio-based sectors;699996;SMEInst-07-2016-2017;664225;H2020-EU.2.3.1.
Support to confirmed Presidency event (conference) in Slovakia;700004;SC5-24-2016;664389;H2020-EU.3.5.
Stimulating the innovation potential of SMEs for a low carbon and efficient energy system;700006;SMEInst-09-2016-2017;664225;H2020-EU.2.3.1.
Dedicated support to biotechnology SMEs closing the gap from lab to market;700008;SMEInst-03-2016-2017;664225;H2020-EU.2.3.1.
Open Disruptive Innovation Scheme;700009;SMEInst-01-2016-2017;664225;H2020-EU.2.3.1.
Engaging SMEs in space research and development;700012;SMEInst-04-2016-2017;664225;H2020-EU.2.3.1.
Supporting SMEs efforts for the development - deployment and market replication of innovative solutions for blue growth;700016;SMEInst-08-2016-2017;664225;H2020-EU.2.3.1.
Small business innovation research for Transport and Smart Cities Mobility;700020;SMEInst-10-2016-2017;664225;H2020-EU.2.3.1.
Engaging SMEs in security research and development;700022;SMEInst-13-2016-2017;664225;H2020-EU.2.3.1.
Boosting the potential of small businesses in the areas of climate action, environment, resource efficiency and raw materials;700023;SMEInst-11-2016-2017;664225;H2020-EU.2.3.1.
New business models for inclusive, innovative and reflective societies;700024;SMEInst-12-2016-2017;664435;H2020-EU.3.6.
IRIMA-2015;700030;IRIMA-2015;664435;H2020-EU.3.6.
SET Plan Conference 2016 - Central European Energy Conference X;700033;IBA-ENERGY-SETPLAN-2016;664351;H2020-EU.3.3.5.
Innovative Training Networks;700051;MSCA-ITN-2016;664111;H2020-EU.1.3.1.
Innovative efficient biorefinery technologies;700053;BBI.R10-2015;665315;H2020-EU.3.2.6.
Industrial technologies for the valorisation of European bio-resources into high added value process streams;700055;SPIRE-03-2016;664203;H2020-EU.2.1.5.3.
Policy support for Industry 2020 in the circular economy;700057;NMBP-36-2016;664145;H2020-EU.2.1.
Technologies for low emission light duty powertrains;700059;GV-02-2016;664357;H2020-EU.3.4.
Systematic approaches for resource-efficient water management systems in process industries;700061;SPIRE-01-2016;664203;H2020-EU.2.1.5.3.
Integration of a property simulation tool for integrated virtual design & manufacturing of forged discs/rotors for aero engine applications;700063;JTI-CS2-2015-CFP02-ENG-02-03;665412;H2020-EU.3.4.5.5.
Industry focused eco-design;700065;JTI-CS2-2015-CFP02-ENG-03-01;665412;H2020-EU.3.4.5.5.
Catalytic control of fuel properties for large VHBR engines;700067;JTI-CS2-2015-CFP02-ENG-03-03;665412;H2020-EU.3.4.5.5.
Engine Mounting System (EMS) for Ground Test Turboprop Engine Demonstrator;700069;JTI-CS2-2015-CFP02-ENG-01-04;665412;H2020-EU.3.4.5.5.
Conversion of lignin-rich streams from biorefineries;700071;BBI.VC1.R1-2015;665315;H2020-EU.3.2.6.
Practices increasing effectiveness of forest management;700073;BBI.VC2.R5-2015;665315;H2020-EU.3.2.6.
Ice protection system based on two-phase heat transport technologies integrated in representative engine intake structure;700075;JTI-CS2-2015-CFP02-AIR-02-08;665410;H2020-EU.3.4.5.4.
Support for National Contact Points;700077;NMBP-32-2016;664145;H2020-EU.2.1.
Continuous adaptation of work environments with changing levels of automation in evolving production systems;700079;FOF-04-2016;664199;H2020-EU.2.1.5.1.
Affordable weight reduction of high-volume vehicles and components taking into account the entire life-cycle;700081;NMBP-08-2016;664173;H2020-EU.2.1.3.
Industrial furnace design addressing energy efficiency in new and existing furnaces;700083;SPIRE-04-2016;664203;H2020-EU.2.1.5.3.
Plant-wide monitoring and control of data-intensive processes;700085;SPIRE-02-2016;664203;H2020-EU.2.1.5.3.
Celebrating European Science;700087;SwafS-25-2016;664509;H2020-EU.5.h.
Large scale demonstration of Hydrogen Refuelling Stations and FCEV road vehicles - including buses and on site electrolysis;700089;FCH-03.1-2015;665343;H2020-EU.3.4.6.1.
Zero-defect strategies at system level for multi-stage manufacturing in production lines;700093;FOF-03-2016;664199;H2020-EU.2.1.5.1.
Photonics Laser-based production;700095;FOF-13-2016;664147;H2020-EU.2.1.1.
IoT/Cloud/Big Data platforms in social application contexts;700097;EUJ-02-2016;664147;H2020-EU.2.1.1.
Novel hybrid approaches for additive and subtractive manufacturing machines;700099;FOF-01-2016;664199;H2020-EU.2.1.5.1.
Standards and regulations;700101;BBI.S1-2015;665315;H2020-EU.3.2.6.
MEXICO: Collaboration on ICT;700103;ICT-38-2016;664147;H2020-EU.2.1.1.
Capacity-building for National Contact Points (NCPs) for SMEs and Access to Risk Finance under Horizon 2020;700105;INNOSUP-06-2016;664231;H2020-EU.2.3.2.2.
Highly efficient insulation materials with improved properties;700107;EEB-01-2016;664173;H2020-EU.2.1.3.
Valorisation of agricultural residues and side streams from the agro-food industry;700110;BBI.VC3.D5-2015;665315;H2020-EU.3.2.6.
Lignocellulosic feedstocks into chemical building blocks and high added value products;700112;BBI.VC1.D1-2015;665315;H2020-EU.3.2.6.
Bio-based functional molecules for coating and surface treatment;700114;BBI.VC1.R3-2015;665315;H2020-EU.3.2.6.
Digital automation;700116;FOF-11-2016;664147;H2020-EU.2.1.1.
New technologies and strategies for the development of pre-fabricated elements through the reuse and recycling of construction materials and structures;700118;EEB-04-2016;664201;H2020-EU.2.1.5.2.
Overcoming low product yields from fermentation processes;700120;BBI.D7-2015;665315;H2020-EU.3.2.6.
Innovative cellulose-based composite packaging solutions;700122;BBI.VC2.D2-2015;665315;H2020-EU.3.2.6.
Support to the energy stakeholders to contribute to the SET-Plan;700124;LCE-36-2016-2017;664341;H2020-EU.3.3.3.
Development of new technological concepts, standard specifications and architectures for train control and monitoring, with specific applications in train-to-ground communications and high safety electronic control of brakes;700127;S2R-CFM-IP1-02-2016;700128;�H2020-EU.3.4.8.1.
Development of concepts towards the next generation of traction systems and management of wheel/rail adhesion;700129;S2R-CFM-IP1-01-2016;700128;�H2020-EU.3.4.8.1.
HVDC Electrical Power Conversion and Distribution System Development;700131;JTI-CS2-2015-CFP02-AIR-02-09;665410;H2020-EU.3.4.5.4.
Innovative design of acoustic treatment for air conditioning system;700133;JTI-CS2-2015-CFP02-SYS-02-11;665414;H2020-EU.3.4.5.6.
Communication and awareness;700135;BBI.S2-2015;665315;H2020-EU.3.2.6.
Identification of gaps, barriers and needs in the aviation research;700137;MG-1.5-2016-2017;664357;H2020-EU.3.4.
Database of dynamic material properties for selected materials commonly used in aircraft industry.;700139;JTI-CS2-2015-CFP02-SYS-03-03;665414;H2020-EU.3.4.5.6.
High purity bio-based intermediates and end products from vegetable oils and fats;700141;BBI.VC3.D4-2015;665315;H2020-EU.3.2.6.
Presidency events;700143;NMBP-31-2016;664145;H2020-EU.2.1.
ERA-NET Cofund on Biotechnologies;700145;BIOTEC-01-2016;664189;H2020-EU.2.1.4.
Support for the further development of Additive Manufacturing technologies in Europe;700147;FOF-05-2016;664199;H2020-EU.2.1.5.1.
Sustainable cellulose-based materials;700149;BBI.VC2.R6-2015;665315;H2020-EU.3.2.6.
Networking and sharing best experiences in using regional clusters strategies with a focus on supporting innovation in the NMBP thematic area.;700151;NMBP-33-2016;664145;H2020-EU.2.1.
Machinery and robot systems in dynamic shop floor environments using novel embedded cognitive functions;700153;FOF-02-2016;664199;H2020-EU.2.1.5.1.
"Test aircraft preparation and qualification for Scaled Flight Testing (""PREP"")";700155;JTI-CS2-2015-CFP02-LPA-01-09;665404;H2020-EU.3.4.5.1.
Network to capitalise on strong European position in materials modelling and to allow industry to reap the benefits;700157;NMBP-24-2016;664173;H2020-EU.2.1.3.
